frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
138,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000138_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
139,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000139_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
140,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000140_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
141,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000141_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
142,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000142_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
143,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000143_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
144,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000144_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
145,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000145_pad16_0.jpg,OFZELDA,OFZELDA,0,1.0,-0.8
146,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000146_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
147,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000147_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
148,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000148_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
149,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000149_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
150,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000150_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
151,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000151_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
152,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000152_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
153,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000153_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
154,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000154_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
155,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000155_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
156,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000156_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
157,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000157_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
158,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000158_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
159,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000159_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
160,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000160_pad16_0.jpg,BYE4O1K,,7,0.0,-1.0
161,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000161_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
162,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000162_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
163,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000163_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
164,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000164_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
165,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000165_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
166,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000166_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
167,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000167_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
168,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000168_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
169,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000169_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
170,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000170_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
171,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000171_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
172,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000172_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
173,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000173_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
174,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000174_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
175,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000175_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
176,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000176_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
177,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000177_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
178,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000178_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
179,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000179_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
180,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000180_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
181,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000181_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
182,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000182_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
183,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000183_pad16_0.jpg,MUAHAHA,MUAHAHE,1,0.8571,-0.8
184,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000184_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
185,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000185_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
186,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000186_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
187,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000187_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
188,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000188_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
189,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000189_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
190,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000190_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
191,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000191_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
192,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000192_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
193,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000193_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
194,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000194_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
195,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000195_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
196,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000196_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
197,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000197_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
198,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000198_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
199,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000199_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
200,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000200_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
201,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000201_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
202,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000202_pad16_0.jpg,ORINNIE,,7,0.0,-1.0
203,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000203_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
204,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000204_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
205,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000205_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
206,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000206_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
207,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000207_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
208,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000208_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
209,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000209_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
210,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000210_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
211,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000211_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
212,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000212_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
213,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000213_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
214,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000214_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
215,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000215_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
216,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000216_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
217,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000217_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
218,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000218_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
219,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000219_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
220,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000220_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
221,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000221_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
222,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000222_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
223,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000223_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
224,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000224_pad16_0.jpg,NBEYOND,,7,0.0,-1.0
225,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000225_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
226,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000226_pad16_0.jpg,TOYYODA,JOOL,5,0.2857,-0.7
227,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000227_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
228,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000228_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
229,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000229_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
230,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000230_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
231,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000231_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
232,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000232_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
233,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000233_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
234,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000234_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
235,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000235_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
236,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000236_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
237,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000237_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
238,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000238_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
239,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000239_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
240,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000240_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
241,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000241_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
242,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000242_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
243,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000243_pad16_0.jpg,TOYYODA,TOOL,4,0.4286,-0.7
244,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000244_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
244,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000244_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
245,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000245_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
245,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000245_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
246,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000246_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
246,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000246_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
247,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000247_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
247,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000247_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
248,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000248_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
248,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000248_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
249,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000249_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
249,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000249_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
250,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000250_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
250,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000250_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
251,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000251_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
251,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000251_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
252,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000252_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
252,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000252_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
253,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000253_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
253,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000253_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
254,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000254_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
254,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000254_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
255,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000255_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
255,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000255_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
256,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000256_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
256,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000256_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
257,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000257_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
257,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000257_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
258,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000258_pad16_0.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
258,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000258_pad16_1.jpg,INEED2P,7,7,0.0,-0.8
259,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_desseseis\placa\frame_000259_pad16_0.jpg,88B88BB,B88688,4,0.4286,-0.8
